name_and_description,price,goodfortv
"Babyganics Ultra Absorbent Diapers, Size 2, 216 Count",$51.62,0
"Babyganics Alcohol-Free Foaming Hand Sanitizer, Fragrance Free, 8.45oz Pump Bottle (Pack of 3)",$15.88,0
"MDXconcepts Organic Home Pest Control Spray - Kills & Repels, Ants, Roaches, Spiders, and Other Pests Guaranteed - All Natural Insect Killer - Child & Pet Safe - Indoor/Outdoor Spray - 16oz",$24.95,0
"LANIAKEA 2019 Overall Upgraded Garden Hose - Expandable Triple Latex Core & Thickened Outside Fabrics Water Hose, No Kink & Twist Flexible Water Pipe with Solid Fittings",$24.96,0
TERRO T200Liquid Ant Killer ll,$7.00,0
Fiskars Softgrip Bypass Pruner,$10.99,0
Command Damage-Free Small Wire Hooks,$12.00,0
iPhone Charger YOKERSU Fast Charging 2Pack 6Ft Nylon Braided Lightning Cable Data Sync Transfer Cord with 2-Port Plug Wall Charger (ETL Listed) Compatible with iPhone XS MAX/XR/X/8/7/6S/6/Plus/iPad,$10.99,0
"Gillette Fusion5 ProShield Men's Razor, Handle & 1 Blade Refill (Packaging May Vary)",$5.99,0
"Kitchen Knife Sharpener - 2-Stage Knife Sharpening Tool Helps Repair, Restore and Polish all Blade Types",$6.99,0
O2COOL 5-Inch Portable Desktop Air Circulation Battery FA,$7.19,0
"Gorilla Grip Original Luxury Chenille Bathroom Rug Mat, Extra Soft, Durable, and Absorbent Shaggy Rugs, Machine Wash/Dry, Perfect Plush Carpet Mats for Tub, Shower, and Bath Room",$18.99,0
"BIC Intensity Fashion Permanent Markers, Ultra Fine Point, Assorted Colors, 12-Count (packaging may vary)",$8.46,0
"Renu Bausch + Lomb Lens Solution Advanced Triple Disinfect Formula Multi-Purpose, 12 Ounce Bottle Twinpack",$57.00,0
"Babyganics Face, Hand & Baby Wipes, Fragrance Free, 400 ct, Packaging May Vary",$14.99,0
"Method Foaming Hand Soap, French Lavender, 10 Fl. Oz (Pack of 6)",$17.94,0
"Babyganics Face, Hand & Baby Wipes, Fragrance Free, 800 ct, Packaging May Vary",$22.75,0
LEGO City Great Vehicles Diving Yacht  Building Kit,$7.99,0
"AmazonBasics Replacement Samsung DA29-00020B Refrigerator Water Filter Cartridge - Pack of 2, Advanced Filtration",$35.99,0
"Beike Tactical Flashlight [2 PACK] - 1000 Lumen, Zoomable, 5 Modes, Water Resistant, Handheld LED Flashlight for Camping, Hiking, Outdoor, Emergency (Battery Included)",$12.99,0
For instant pot accessory,$31.99,0
"Emojoy Knife Set, 15-Piece Kitchen Knife Set with Block Wooden, Manual Sharpening for Chef Knife Set, German Stainless Steel",$64.98,0
"OMorc Ice Cube Trays 4 Pack, Easy-Release Silicone and Flexible 14-Ice Trays with Spill-Resistant Removable Lid, LFGB Certified and BPA Free, Stackable Durable and Dishwasher Safe",$11.99,0
Nestl Bedding Duvet Cover 3 Piece Set  Ultra Soft Double Brushed Microfiber Hotel Collection  Comforter Cover with Button Closure and 2 Pillow Shams,$24.99,0
YnM Weighted Blanket for People,$49.90,0
"CLIF ENERGY BAR - Value Pack - Chocolate Chip and Crunchy Peanut Butter - (2.4 oz, 6 Count, 6 Pack)",$40.99,0
Intex Basic Pool Maintenance Kit for Above Ground Pools,$27.69,0
Dirza F-l-y Swatt-er - Long Handle - More Thicker Weight up to 1.09 OZs/One -Durable - Colorful Pack of 5,$6.38,0
Blackstone Signature Griddle Accessories - 12 Inch Round Basting Cover - Stainless Steel - Cheese Melting Dome and Steaming Cover - Best for Use in Flat Top Griddle Grill Cooking Indoor or Outdoor,$10.50,0
KOWOOD Tongue and Groove Set of 15 Pieces 1/4 Inch Shank Router Bit Set T Shape Wood Milling Cutter,$20.99,0
"Solar Powered Pendant Lights, Awanber 12 LED (Equivalent to 50W Incandescent Brightness) Waterproof Remote Control Indoor Outdoor Hanging Lamp for Garden, Garage, Pathway, Yard, Patio, Lawn, Balcony",$36.99,0
"Solar Spot Lights, Outdoor 18 LED Landscape Lamps Super Bright Spotlight Waterproof Flood Lamp with Motion Sensor for Deck Yard Garden Garage Driveway (Yellow Light)",$39.99,0
"Shower Head with Hose, FEELSO High Pressure Rainfall 9 Adjustable Showerhead and 3 Settings Handheld Shower Spray Combo with Push Button Flow Control for Easy Operation",$35.99,0
"Outdoor Solar Garden Stake Lights, 3 Pack Solar Powered Flower Lights with 12 Lily Flower, Multi-Color Changing LED Solar Landscape Decorative Lights for Garden, Patio, Backyard(Solar Flower Lights)",$24.99,0
EALNK Laser Measure 98Ft M/in/Ft Laser Distance Meter,$24.99,0
"AmazonBasics Replacement Samsung DA29-00020B Refrigerator Water Filter Cartridge - Pack of 3, Advanced Filtration",$49.99,0
"Yoglad LED 3 in 1 Brightest Tactical Flashlight, 1000 Lumens Brightness, Rechargeable (18650 Battery), 5 Modes Zoomable, IPX4 Water-Resistant, Powerful Camping, Outdoor, Emergency Flashlights",$12.99,0
Electric Razor for Men Electric Shaver Razor Men's Waterproof 5 in1 Bald Hair Trimmer Cordless Grooming Kit Five-Headed Beard Trimmer USB Rechargeable,$39.99,0
"Aromatherapy Essential Oil Diffuser, MANLI 400ml Wood Grain Aroma Diffuser Ultrasonic Cool Mist Humidifier Whisper Quiet, 4 Timer Setting 7 Color Changing Waterless Auto Off for Yoga, Bedroom, Office",$39.99,0
"Tasera Essential Oil Diffuser with Remote Control, 300ml Mini Aroma Essential Oil Cool Mist Humidifier, Waterless Auto Shut-Off, Timer and 7 Color LED Lights for Office Home Study Yoga Spa Baby",$23.99,0
Electric Razor For Men Bald Head Shaver 5 in 1 Electric Shaver Kit Cordless Hair Clippers Nose Hair Trimmer Waterproof USB Rechargeable,$39.99,0
"VASLON Salon Grade Professional Hair Dryer 1875W AC Motor Negative Ionic Ceramic Blow Dryer With 2 Speed and 3 Heat Settings Cold Shot Button, Diffuser and Concentrator",$39.99,0
"Hair Clippers - Nicewell Low Noise Hair Clippers for Men Kids, Cordless Hair Trimmer Grooming Kit with 8 Attachment Guide Combs for Hair Cutting",$25.99,0
"Facial Cleansing Brush, IPX7 Waterproof Rechargeable Face Spin Brush with 3 Brush Heads and Makeup Brush, Deep Cleansing and Gentle Exfoliating by Fujiway",$19.99,0
"VASLON 1875W Professional Hair Dryer,Negative Ion Blow Dryer Professional Salon Hair Blow Dryer Fast Dry Low Noise,with Concentrator, Diffuser, 2 Speed and 3 Heat Setting Blue",$39.98,0
"WONER Hair Clippers Cordless Rechargeable Hair Trimmers Hair Cutting Kit Machine for Men, 2000mAh Lithium Ion, 8 Guards, Oil for Beginners Fathers Husband",$23.99,0
"Electric Razor for Men,FLYCO Electric Shavers 2 in 1 Mens Wet & Dry Electric Razors for Shaving Electric Cordless With Pop-up Trimmer,IPX7 Waterproof Wet & Dry Mens Electric Shavers Rechargeable",$24.99,0
"VASLON 1875W Quick-Dry Hair Dryer,Low Noise Negative Ionic Blow Dryer with Concentrators & Diffuser,2 Speed and 3 Heat Setting",$19.99,0
CM Soft Neoprene Slim Can Sleeves Insulators Slim Can Covers for 12 Fluid Ounce Energy Drink & Beer Cans,$17.99,0
Cordless Handheld Vacuum Cleaner,$44.99,0
"Keiyaloe Portable Clothes Steamer -1200W Handheld Garment Steamerwith 250ml,25s Fast Heat-upSteamer for Clothes, Fabric Steamer for Home and Travel,Vertically & Horizontally Steam,Three Steam Mode",$44.99,0
"Handheld Vacuum, U-CHAINAI 5KPA Hand Vacuum Cordless, Powerful Cyclonic Suction Dustbuster with Quick Charge & Washable HEPA Filter, Lightweight Rechargeable Car Vacuum for Home Pet Hair Car Cleaning",$43.99,0
"Memory Foam Lumbar Support Pillow, Gugusure Breathable Mesh Back Cushion with Ergonomic Designed for low Back Pain Relief, Orthopedic Backrest for Car Seat, Office Chair, Wheelchair and Recliner",$29.98,0
TASTELIFE 100% Waterproof Mattress Pad Protector Cover (Fitted 8in - 21in Deep Pocket),$23.99,0
Sophia&William Weighted Blanket,$39.00,0
"Handheld Vacuum, LOZAYI 7KPA Cordless Hand Vacuum Cleaner Rechargeable Hand Vac, LED Light 100W Stronger Cyclonic Suction Lightweight Wet/Dry Vacuum for Home Pet Hair Car Cleaning",$59.99,0
Sophia & William Weighted Blanket for Kids and Adult,$55.00,0
SUNNY GUARD Triangle Sun Shade Sail UV Block for Outdoor Patio Garden,$20.99,0
Cheetos Cheese Flavored Snacks Variety Pack,$47.98,0
"Liquid Harvest Lazer Blue Concentrated Spray Pattern Indicator - 8 Ounces - Perfect Weed Spray Dye, Herbicide Dye, Fertilizer Marking Dye, Turf Mark and Blue Herbicide Marker",$12.99,0
"Garden Hose Expandable Water Hose 50 Feet,Extra Strength/No-Kink",$21.99,0
"Outdoor Solar Garden Stake Lights,Wohome 2pcs Solar Acrylic Bubble RGB Color, Solar Landscape Lighting Light for Garden, PatioYard Decoration",$23.99,0
"iPhone Charger,Maitron 3PACK (6FT) Nylon Braided Lightning Cable Fast Charging High Speed Data Sync Cord Compatible with iPhoneX 8 8Plus 7 7Plus 6s 6sPlus 6 6Plus 5 5s 5c SE iPad iPod and More (White)",$8.98,0
"Deep Dream L1 Fingerprint Lock,Bag Padlock with Metal IP66 Waterproof,Suitable for Gym Locker,School Locker Lock,Backpack,Suitcase,Travel Luggage",$33.99,0
"Biling Solar Lights Outdoor, Solar Disk Lights 8 LED Waterproof Solar Garden Lights Outdoor for Patio Pathway Ground Lawn Yard Driveway Walkway - White (4 Pack)",$26.99,0
"Solar Gutter Lights, Newest 9 LED Outdoor Fence Light Waterproof Wall Lamps for Garden Patio Driveway Deck Stairs (Yellow Light, Pack of 6)",$38.99,0
"Knee Pads for Work, Construction Gel Knee Pads Tools by REXBETI, Heavy Duty Comfortable Anti-slip Foam Knee Pads for Cleaning Flooring and Garden, Strong Stretchable Straps, 1 Pair (Black)",$21.99,0
"REXBETI 1800W Variable Temperature Heat Gun, 140-1210(60-654) High Power Hot Air Gun, Ergonomic Body Design, 3 Nozzle Attachments, Fast Heating In Seconds, No Smoke Issue, Perfect for Home Jobs",$23.99,0
"CENOVE Electric Razor for Women,Electric Shaver for Legs,Face,Lips,Bikini-As Seen On TV",$19.99,0
"Rifny Hair Straightener Brush, Fast Ceramic Heating Hair Straightening and Curler Combo with Anti Scald Featured Salon Hair Artist Professional Natural Straight Curly Hair Styling (S10)",$35.90,0
"Hair Dryer Brush, Homga Hot Air Brush One Step Hair Dryer & Volumizer,3-IN-1 Multi-functional Negative Ion Electric Hair Blow Dryer & Styler Hair Straightener Curler Salon Hair Comb with 6 Hair Clips",$36.99,0
"LEMBO DIRECT Electric Shaver for Women, Electric Razor, 4 In 1 Rechargeable Cordless Waterproof Lady Epilator & Personal Groomer Trimmer Body Hair Removal for Bikini, Legs, Face, Underarms, Wet & Dry",$17.99,0
"PURA D'OR Original Gold Label Shampoo & Conditioner for Anti-Thinning - Clinically Tested - Argan Oil, Biotin & Natural Ingredients, Sulfate Free, All Hair Types, Men & Women (Packaging may vary)",$39.99,0
"Facial Hair Removal for Women, iTeknic USB Rechargeable Facial Hair Remover Painless Face shaver Trimmer with LED Light Waterproof Electric Razor Epilator for Peach Fuzz, Eyebrow, Chin, body",$19.88,0
"Blackhead Remover, Pore Vacuum, Blackhead Vacuum Rechargeable Electric Facial Pore Cleaner Blackhead Extractor Tool Acne Comedone Removal Suction Beauty Device for Facial Skin",$20.99,0
UPSTONE Blackhead Remover Vacuum Pore Cleaner USB Rechargeable Acne Comedone Extractor Tool with 5 Adjustable Suction Power and 4 Replaceable Probes,$23.99,0
Gillette Venus with Olay UltraMoisture Vanilla Cashmere Shave Gel 6oz(Pack of 6),$10.15,0
"HOMWE Kitchen Cutting Board (3-Piece Set) | Juice Grooves w/Easy-Grip Handles | BPA-Free, Non-Porous, Dishwasher Safe | Multiple Sizes",$15.97,0
Reusable Storage Bags - Freezer Bags Reusable Sandwich Bags Reusable Snack Bags Reusable Lunch Bag Extra Thick Leakproof Ziplock Bag for Food Storage BPA Free,$11.99,0
"Wireless Meat Thermometer, Zuzpao Smoker Grilling BBQ Thermometer with 6 Pure Stainless Steel Probes and APP Temperature Setting, Alarm Monitor Kitchen Cooking Thermometer for Oven Barbecue Smoker",$59.98,0
"Voice Recorder, Digital Voice Recorder, MP3 Dictaphone with Playback, Rechargeable Tape Dictaphone Recorder for Lectures, Meetings, Interviews, Mini Audio Recorder, MP3 Player",$20.99,0
"Coffee Mug Warmer with Wireless Charger (2 in 1), AAOBOSI Mug Warmer, Wireless Charging, Constant Temperature (about 122F/50C) for Home & Office Use",$39.99,0
"Wireless Meat Thermometer, Tranmix Waterproof Remote Digital Cooking Food Thermometer With Dual Probes for Smoker Grilling Oven BBQ Kitchen, 230 FT Range",$35.99,0
"Portable Blender, OBERLY Smoothie Juicer Cup - Six Blades in 3D, 13oz Fruit Mixing Machine with 2000mAh USB Rechargeable Batteries, Ice Tray, Detachable Cup, Perfect Blender for Personal Use (FDA, BPA Free)",$26.99,0
"Portable Blender, OBERLY Smoothie Juicer Cup - Six Blades in 3D, 13oz Fruit Mixing Machine with 2000mAh USB Rechargeable Batteries, Ice Tray, Detachable Cup, Perfect Blender for Personal Use (FDA, BPA Free)",$26.99,0
"Portable Blender, OBERLY Smoothie Juicer Cup - Six Blades in 3D, 13oz Fruit Mixing Machine with 2000mAh USB Rechargeable Batteries, Ice Tray, Detachable Cup, Perfect Blender for Personal Use (FDA, BPA Free)",$26.99,0
"Vacuum Sealer, XBrands Food Sealer Machines One-button Vacuum Sealing System for Household Commercial Use of Food Preservation with Gift Vacuum Bag",$26.99,0
"Milk Frother, Miroco Electric Milk Steamer Soft Foam Maker for Hot and Cold Milk Froth, Cappuccino, Coffee, Latte, Double Wall Milk Warmer Heater with Extra Whisks, Non-Stick Interior, Strix Control",$39.99,0
VillSure 2-Slice ToasterExtra Wide Slots Compact Stainless Steel Toaster with StopBagel and Defrost Function5 Bread Shade Control SettingRemovable Crumb Tray850WSilver,$29.99,0
"Electric Hand Mixer,Handheld Mixer Egg Beater Set w/AC, Stainless Steel Egg Whisk, BPA-Free Beater, Drink Mixer Attachment, 2 Speed Rotatable Angle Hand Blender Stick Mixer for Coffee Kitchen",$28.99,0
"Naluka Pillows Set of 2 Pack, 100% Cotton Shell Dust-Mite Resistant Soft Cluster Fiber Filled Hotel Collection Plush Soft Pillow",$23.99,0
"HUGGIES Natural Care Unscented Baby Wipes, Sensitive, 6 Disposable Flip-top Packs (288 Total Wipes)",$8.98,0
Perfect Keto Collagen Peptides Vanilla: Grass Fed Low Carb Collagen Powder Supplement with MCT Oil Powder - Best as Keto Drink Creamer or Added to Ketogenic Diet Snacks. Paleo & Gluten Free,$38.99,0
"YUJENY Solar Light Outdoor with Motion Sensor, Solar Wall Light with Dual Head Spotlights 30 LED Waterproof 360-Degree Rotatable Solar Security Light Outdoor for Garden",$23.99,0
"HooSeen Expandable Garden Hose, 50ft Flexible Kink-Free Water Hose with Double Latex Core, 3/4in Solid Nickel Plating Fitting and Shut Off Valve,Expanding Garden Hose for Watering",$32.99,0
biukpci Expandable Garden Hose 75FT,$31.99,0
"2019 Upgraded 100 ft Expandable Garden Hose,Leakproof Lightweight Garden Water Hose with Solid Brass Fittings,Extra Strength 3750D Durable Gardening Flexible Hose,Expanding Garden Hoses Spray Nozzle",$49.95,0
"WROLEM 50ft Garden Hose Upgraded Expandable Flexible Water Hose, Natural Latex Inner Hose, 3/4 Solid Brass Connector, Extra Strength Fabric, 8 Function Spray Included",$45.99,0
"soled Expandable Garden Hose, Strongest Expanding Garden Hose on The Market with Triple Layer Latex Core & Latest Improved Extra Strength Fabric Protection for All Your Watering Needs Green",$22.99,0
"Hydro Jet Power Washer Wand  39'' Extendable Sprayer, Flexible Hose Nozzle, High Pressure Attachment for Car Washer, Window Glass Water Cleaner, 2 Tips",$16.99,0
"Biling Solar Bird Bath Fountain Pump, 2.5W Solar Fountain Pump with 800 mAh Battery Backup, Free Standing Solar Powered Water Fountain Pump for Bird Bath Garden Pond Pool Outdoor",$26.99,0
Collectors Hold Museum Putty,$5.04,0
"Command Mini Holiday Light Hooks, Great for Holiday Lights, Easy On, Easy Off, 45 Clips, 54 Strips, Value Pack (CL806CLR-45ES)",$10.00,0
"Tweezers Set - Tweezer Guru Stainless Steel Slant Tip and Pointed Eyebrow Tweezer Set - Great Precision for Facial Hair, Ingrown Hair, Splinter, Blackhead and Tick Remover (Black)",$8.47,0
ClosetMaid Adjustable 8-Tier Wall and Door Rack,$30.99,0
"Kitchen Shears with Blade Cover, Stainless Steel Scissors for Herbs, Chicken, Meat & Vegetables, Black",$6.79,0
"MINGER LED Strip Lights with Remote, Colored Rope Light kit for Room Bedroom Kitchen Bar Party Lighting Decoration, 16.4ft/32.8ft with Bright 5050 LEDs, Strong 3M Adhesive and Cutting Design",$18.99,0
"Gorilla Grip Original Luxury Chenille Bathroom Rug Mat, Extra Soft, Durable, and Absorbent Shaggy Rugs, Machine Wash/Dry, Perfect Plush Carpet Mats for Tub, Shower, and Bath Room",$14.99,0
247Garden Aeration Fabric Pots/Plant Grow Bags w/Handles (Multi-Pack),$9.95,0
Adams Manufacturing Quik-Fold Side Table,$62.13,0
"Ready America 70285 Deluxe Emergency Kit 2-Person, 3-Day Backpack",$70.99,0
"Datrex Emergency Survival Water Pouch (Pack of 64), 125ml",$35.72,0
"Scotchgard Fabric & Upholstery Protector, 14-Ounces",$43.00,0
"12 Ultra Bright Glow Sticks - Emergency Light Sticks for Camping Accessories, Parties, Hurricane Supplies, Earthquake, Survival Kit and More - Lasts Over 12 Hours (Green)",$13.95,0
"TaoTronics Portable LED Desk Lamp, Dimmable Small Desk Lamp with Touch Control 5 Lighting Modes, Memory Function for Living Room Office Bedroom, Black",$19.99,0
"Puracy Natural Body Wash Refill, Sulfate-Free Shower Gel Daily Cleanser, Citrus & Sea Salt, 64 Ounce",$29.99,0
Tea Tree Special Shampoo,$19.99,0
"Old Spice Classic Deodorant Stick, Original 3.25 oz (Pack of 6)",$16.47,0
"Puracy Natural Body Wash, Citrus & Sea Salt, Sulfate-Free Bath and Shower Gel, 16 Ounce (2-Pack)",$20.99,0
"Gillette Antperspirant Deodorant for Men, Cool Wave Scent, Clear Gel, 3.8 oz (Pack of 3)",$9.99,0
Bialetti 06800 Moka stove top coffee maker,$23.99,0
"Microwave Plate Cover, Anti-Splatter Plate Lid w/Steam Vents Microwave Food Cover, BPA Free & 11.8 Inch, Dishwasher Safe",$8.99,0
Unique Loom Solo Solid Shag Collection Modern Plush,$8.71,0
"Higen 100ft Upgraded Expandable Garden Hose Set, Extra Strength Fabric Triple Layer Latex Core, 3/4in Solid Brass Fittings, 9 Function Spray Nozzle with Storage Bag, Premium No-Kink Flexible Water Hose",$49.90,0
ZAP IT! Mini Racket,$26.99,0
"Socket Shelf- 8 Port Surge Protector Wall Outlet, 6 Electrical Outlet Extenders, 2 USB Charging Ports & Removable Built-In Shelf UL Listed",$39.99,0
"ProactivMD Essentials System, Introductory Size",$40.00,0
"OPTIMUM NUTRITION Gold Standard Pre-Workout with Creatine, Beta-Alanine, and Caffeine for Energy, Keto Friendly, Blueberry Lemonade, 30 Servings",$12.84,0
"Clorox Toilet Bowl Cleaner with Bleach Variety Pack - 24 Ounces, 4 Pack",$11.99,0
"Clorox Disinfecting Wipes with Micro-Scrubbers, Bleach Free Cleaning Wipes - Crisp Lemon, 70 Count Each (Pack of 3)",$14.94,0
"BBQ Grill Mats Set of 5 100% Non Stick PTFE Teflon Sheet for Gas Grill, Charcoal, Electric Grill As Seen on TV, 15.75 x 13in",$11.89,0
"BOTTLE BRIGHT - All Natural, Biodegradable, Chlorine & Odor Free Water Bottle & Hydration Pack Cleaning Tablets",$37.00,0
BIOLAGE Colorlast Shampoo For Color-Treated Hair,$15.99,0
"LANEIGE Lip Sleeping Mask ,Berry, Lip Treatment, 0.7 Qunce",$11.15,0
40 Pcs Premium Korean Velvet Hair Scrunchies Hair Bands Scrunchy Hair Ties Ropes Ponytail holder for Women or Girls Hair Accessories (40 Pcs Premium Korean Velvet Hair Scrunchies),$9.99,0
"Genuine Philips Sonicare Proresults Replacement Toothbrush Heads, Hx6013/63, White, 3 Count",$24.41,0
OPI Summer 2019 Neon Collection Gift Pack,$8.25,0
